Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
.,org.jkiss.dbeaver.ui.editors.sql.ai.preferences,AIPreferencePage.EngineConfiguratorPage,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: configurator; composite
.,org.jkiss.dbeaver.ui.editors.sql.ai.preferences,AIPreferencePage.EngineConfiguratorPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.sql.ai.preferences,AIPreferencesInitializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.sql.terminal.internal,SQLTerminalActivator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.sql.terminal.internal,SQLTerminalActivator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PLUGIN_ID; plugin; preferences
.,org.jkiss.dbeaver.ui.editors.sql.terminal.internal,SQLTerminalMessages,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BUNDLE_NAME; sql_terminal_item_text; pref_page_sql_temrinal_show_output_console_view_label; pref_page_sql_temrinal_show_output_console_view_tip; pref_page_sql_temrinal_show_query_text_label; pref_page_sql_temrinal_show_server_output_label
.,org.jkiss.dbeaver.ui.editors.sql.terminal.internal,SQLTerminalPreferencesInitializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalEditorAddIn,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; BUNDLE_NAME; TERMINAL_VIEW_ENABLED_PROPERTY; FILE_TERMINAL_VIEW_ENABLED_PROP_NAME; terminalViewEnabledPartProperty; editor; viewContext; editorListener; view; tabItem
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalEditorAddIn.TerminalViewContext,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: view; tabItem
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalEditorAddIn.TerminalViewContext,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalEditorAddIn.TerminalViewContext,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: view; tabItem
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalPreferencesConstants,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: SHOW_TERMINAL_VIEW_BY_DEFAULT; SHOW_QUERY_TEXT; SHOW_SERVER_OUTPUT
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalPreferencesConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SHOW_TERMINAL_VIEW_BY_DEFAULT; SHOW_QUERY_TEXT; SHOW_SERVER_OUTPUT
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalPreferencesPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalPreferencesPage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; PAGE_ID; showTerminalViewByDefault; showQueryText; showServerOutput
.,org.jkiss.dbeaver.ui.editors.sql.terminal,SQLTerminalViewSwitchHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.xml,XMLContentAssistantProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.xml,XMLDoubleClickStrategy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.editors.xml,XMLPartitionScanner,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: XML_PARTITIONING; XML_DEFAULT; XML_COMMENT; XML_TAG
.,org.jkiss.dbeaver.ui.editors.xml,XMLScanner,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: XMLTagScanner; XMLSourceViewerConfiguration; XMLScanner
.,org.jkiss.dbeaver.ui.editors.xml,XMLTagRule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.macos,CocoaUIService,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PREF_TOOLTIP_DELAY; PREF_TOOLTIP_DELAY_ENABLED; DEFAULT_TOOLTIP_DELAY
.,org.jkiss.dbeaver.ui.macos.config,PrefPageMouseConfigurator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ui.actions.exec,SQLNativeExecutorRegistry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EXTENSION_ID; TAG_EXECUTOR; instance; executors
.,org.jkiss.dbeaver.ui.editors.entity,EntityConfiguratorDescriptor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; EXTENSION_ID; implType
.,org.jkiss.dbeaver.ui.editors.entity,EntityEditor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID; PROP_OBJECT_INIT; log; pageId; folderId; defaultPageMap; editorMap; activeEditor; commandListener; folderListener; hasPropertiesEditor; actionContributors; saveInProgress; breadcrumbsMenu; savedPartSelectionProvider; MAX_BREADCRUMBS_MENU_ITEM; script; allowSave; result; success
.,org.jkiss.dbeaver.ui.editors.entity,EntityEditor,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: IEntityStructureEditor; IEntityDataEditor in method doSave
.,org.jkiss.dbeaver.ui.editors.entity,EntityEditor,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EntityEditor; EntityEditorPropertyTester; ObjectPropertySwitchToSourceHandler; ObjectPropertiesEditor; TabbedFolderPageForm
